,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Tweets,Length,ID,Date,Likes,Retweets,Sentiment,Feature Words (Porter),Feature Words (Lancaster),Words
114,114,114,114,114,114,114,114,I want to thank all Republicans for the work you have done in dealing with the Radical Left on Border Security. Not… https://t.co/BDiGlzkvAg,140,1095523879689293825,2019-02-13 03:23:41,160396,30838,,"['i', 'want', 'thank', 'republican', 'work', 'done', 'deal', 'radic', 'left', 'border', 'secur', 'link']","['i', 'want', 'thank', 'republ', 'work', 'don', 'deal', 'rad', 'left', 'bord', 'sec', 'link']",I want to thank all Republicans for the work you have done in dealing with the Radical Left on Border Security. Not… LINK
115,115,115,115,115,115,115,115,RT @WhiteHouse: President Trump's commitment to improving the quality of life for all Americans has led to the largest single decline in dr…,140,1095516452763914240,2019-02-13 02:54:10,0,16878,,"['rt', 'at_us', 'presid', 'trump', 'commit', 'improv', 'qualiti', 'life', 'american', 'led', 'largest', 'singl', 'declin']","['rt', 'at_user', 'presid', 'trump', 'commit', 'improv', 'qual', 'lif', 'am', 'led', 'largest', 'singl', 'declin']",RT AT_USER President Trump's commitment to improving the quality of life for all Americans has led to the largest single decline in dr…
116,116,116,116,116,116,116,116,"RT @WhiteHouse: Americans pay 180 percent of what Europeans, Canadians, and Japanese pay for the exact same drugs!

Our seniors aren't goin…",140,1095516270966042624,2019-02-13 02:53:27,0,15580,,"['rt', 'at_us', 'american', 'pay', 'percent', 'european', 'canadian', 'japanes', 'pay', 'exact', 'drug', 'our', 'senior']","['rt', 'at_user', 'am', 'pay', 'perc', 'europ', 'canad', 'japanes', 'pay', 'exact', 'drug', 'our', 'seny']","RT AT_USER Americans pay 180 percent of what Europeans, Canadians, and Japanese pay for the exact same drugs!

Our seniors aren't goin…"
117,117,117,117,117,117,117,117,"RT @planetepics: They are soooo beautiful and magnificent! ❤️❤️❤️❤️
https://t.co/ISn5jo8CcD https://t.co/JcMpQUzIml",115,1095514713763573761,2019-02-13 02:47:16,0,13438,,"['rt', 'at_us', 'they', 'soooo', 'beauti', 'magnific', 'link', 'link']","['rt', 'at_user', 'they', 'soooo', 'beauty', 'magn', 'link', 'link']","RT AT_USER They are soooo beautiful and magnificent! ❤️❤️❤️❤️
LINK LINK"
118,118,118,118,118,118,118,118,Thank you to @MSNBC! https://t.co/VdRnirACAz,44,1095470726436569088,2019-02-12 23:52:28,98516,27710,,"['thank', 'at_us', 'link']","['thank', 'at_user', 'link']",Thank you to AT_USER LINK
119,119,119,119,119,119,119,119,"....Will be getting almost $23 BILLION for Border Security. Regardless of Wall money, it is being built as we speak!",116,1095469449052868610,2019-02-12 23:47:24,123296,25326,,"['get', 'almost', 'billion', 'border', 'secur', 'regardless', 'wall', 'money', 'built', 'speak']","['get', 'almost', 'bil', 'bord', 'sec', 'regardless', 'wal', 'money', 'built', 'speak']","....Will be getting almost $23 BILLION for Border Security. Regardless of Wall money, it is being built as we speak!"
120,120,120,120,120,120,120,120,Was just presented the concept and parameters of the Border Security Deal by hard working Senator Richard Shelby. L… https://t.co/LDs2lEomsZ,140,1095469447933059073,2019-02-12 23:47:23,101140,19570,,"['wa', 'present', 'concept', 'paramet', 'border', 'secur', 'deal', 'hard', 'work', 'senat', 'richard', 'shelbi', 'link']","['was', 'pres', 'conceiv', 'paramet', 'bord', 'sec', 'deal', 'hard', 'work', 'sen', 'richard', 'shelby', 'link']",Was just presented the concept and parameters of the Border Security Deal by hard working Senator Richard Shelby. L… LINK
121,121,121,121,121,121,121,121,"Beautiful evening in El Paso, Texas last night. God Bless the USA! https://t.co/trqA75KxLN",90,1095360852482498561,2019-02-12 16:35:52,116740,23790,,"['beauti', 'even', 'el', 'paso', 'texa', 'last', 'night', 'god', 'bless', 'usa', 'link']","['beauty', 'ev', 'el', 'paso', 'texa', 'last', 'night', 'god', 'bless', 'us', 'link']","Beautiful evening in El Paso, Texas last night. God Bless the USA! LINK"
122,122,122,122,122,122,122,122,RT @IngrahamAngle: It was 45 degrees outside and this was the overflow crowd. #ElPaso @realDonaldTrump https://t.co/FipvNxp8di,126,1095182128780795904,2019-02-12 04:45:41,0,20402,,"['rt', 'at_us', 'it', 'degre', 'outsid', 'overflow', 'crowd', 'elpaso', 'at_us', 'link']","['rt', 'at_user', 'it', 'degr', 'outsid', 'overflow', 'crowd', 'elpaso', 'at_user', 'link']",RT AT_USER It was 45 degrees outside and this was the overflow crowd. #ElPaso AT_USER LINK
123,123,123,123,123,123,123,123,"RT @DanScavino: 🚨Happening Now: @realDonaldTrump overflow crowd in El Paso, Texas.... https://t.co/kqyDC66qRA",109,1095181684356468737,2019-02-12 04:43:55,0,22675,,"['rt', 'at_us', 'now', 'at_us', 'overflow', 'crowd', 'el', 'paso', 'texa', 'link']","['rt', 'at_user', 'now', 'at_user', 'overflow', 'crowd', 'el', 'paso', 'texa', 'link']","RT AT_USER 🚨Happening Now: AT_USER overflow crowd in El Paso, Texas.... LINK"
124,124,124,124,124,124,124,124,"We are fighting for all Americans, from all backgrounds, of every age, race, religion, birthplace, color &amp; creed. O… https://t.co/hckivLhfVl",144,1095168756374921227,2019-02-12 03:52:33,139018,34086,,"['we', 'fight', 'american', 'background', 'everi', 'age', 'race', 'religion', 'birthplac', 'color', 'amp', 'creed', 'link']","['we', 'fight', 'am', 'background', 'every', 'ag', 'rac', 'relig', 'birthplac', 'col', 'amp', 'cree', 'link']","We are fighting for all Americans, from all backgrounds, of every age, race, religion, birthplace, color &amp; creed. O… LINK"
125,125,125,125,125,125,125,125,"RT @DonaldJTrumpJr: Beto trying to counter-program @realdonaldtrump in his hometown and only drawing a few hundred people to Trump’s 35,000…",140,1095167584381558785,2019-02-12 03:47:54,0,20645,,"['rt', 'at_us', 'beto', 'tri', 'at_us', 'hometown', 'draw', 'hundr', 'peopl', 'trump']","['rt', 'at_user', 'beto', 'try', 'at_user', 'hometown', 'draw', 'hundr', 'peopl', 'trump']","RT AT_USER Beto trying to counter-program AT_USER in his hometown and only drawing a few hundred people to Trump’s 35,000…"
126,126,126,126,126,126,126,126,Coal is an important part of our electricity generation mix and @TVAnews should give serious consideration to all f… https://t.co/yljvUmkAE5,140,1095080896342814720,2019-02-11 22:03:25,88615,19121,,"['coal', 'import', 'part', 'electr', 'gener', 'mix', 'at_us', 'give', 'seriou', 'consider', 'link']","['coal', 'import', 'part', 'elect', 'gen', 'mix', 'at_user', 'giv', 'sery', 'consid', 'link']",Coal is an important part of our electricity generation mix and AT_USER should give serious consideration to all f… LINK
127,127,127,127,127,127,127,127,۴۰ سال فساد. ۴۰ سال سرکوب. ۴۰ سال ترور. رژیم ایران فقط موجب #چهل_سال_شکست شده است. مردم ایران که مدتهاست در رنجند ش… https://t.co/CvAG38TRtD,140,1095049352840658944,2019-02-11 19:58:05,74653,20313,,"['سال', 'فساد', 'سال', 'سرکوب', 'سال', 'ترور', 'رژیم', 'ایران', 'فقط', 'موجب', 'شده', 'است', 'مردم', 'ایران', 'که', 'مدتهاست', 'در', 'رنجند', 'link']","['سال', 'فساد', 'سال', 'سرکوب', 'سال', 'ترور', 'رژیم', 'ایران', 'فقط', 'موجب', 'شده', 'است', 'مردم', 'ایران', 'که', 'مدتهاست', 'در', 'رنجند', 'link']",۴۰ سال فساد. ۴۰ سال سرکوب. ۴۰ سال ترور. رژیم ایران فقط موجب #چهل_سال_شکست شده است. مردم ایران که مدتهاست در رنجند ش… LINK
128,128,128,128,128,128,128,128,40 years of corruption. 40 years of repression. 40 years of terror. The regime in Iran has produced only… https://t.co/2c8wztPNvb,129,1095049346201079808,2019-02-11 19:58:03,93245,23991,,"['year', 'corrupt', 'year', 'repress', 'year', 'terror', 'the', 'regim', 'iran', 'produc', 'link']","['year', 'corrupt', 'year', 'repress', 'year', 'ter', 'the', 'regim', 'ir', 'produc', 'link']",40 years of corruption. 40 years of repression. 40 years of terror. The regime in Iran has produced only… LINK
129,129,129,129,129,129,129,129,https://t.co/LpR2JkYLcW,23,1095043117760348161,2019-02-11 19:33:18,98128,23198,,['link'],['link'],LINK
130,130,130,130,130,130,130,130,Will be heading to El Paso very soon. Big speech on Border Security and much else tonight. Tremendous crowd! See you later!,123,1094990198507819008,2019-02-11 16:03:01,108441,20858,,"['will', 'head', 'el', 'paso', 'soon', 'big', 'speech', 'border', 'secur', 'much', 'els', 'tonight', 'tremend', 'crowd', 'see', 'later']","['wil', 'head', 'el', 'paso', 'soon', 'big', 'speech', 'bord', 'sec', 'much', 'els', 'tonight', 'tremend', 'crowd', 'see', 'lat']",Will be heading to El Paso very soon. Big speech on Border Security and much else tonight. Tremendous crowd! See you later!
131,131,131,131,131,131,131,131,The Democrats are so self righteous and ANGRY! Loosen up and have some fun. The Country is doing well!,102,1094964052558823424,2019-02-11 14:19:08,151643,32339,,"['the', 'democrat', 'self', 'righteou', 'angri', 'loosen', 'fun', 'the', 'countri', 'well']","['the', 'democr', 'self', 'right', 'angry', 'loos', 'fun', 'the', 'country', 'wel']",The Democrats are so self righteous and ANGRY! Loosen up and have some fun. The Country is doing well!
132,132,132,132,132,132,132,132,"The Democrats do not want us to detain, or send back, criminal aliens! This is a brand new demand. Crazy!",105,1094948909657542656,2019-02-11 13:18:57,130179,31347,,"['the', 'democrat', 'want', 'us', 'detain', 'send', 'back', 'crimin', 'alien', 'thi', 'brand', 'new', 'demand', 'crazi']","['the', 'democr', 'want', 'us', 'detain', 'send', 'back', 'crimin', 'aly', 'thi', 'brand', 'new', 'demand', 'crazy']","The Democrats do not want us to detain, or send back, criminal aliens! This is a brand new demand. Crazy!"
133,133,133,133,133,133,133,133,No president ever worked harder than me (cleaning up the mess I inherited)!,75,1094940049697849345,2019-02-11 12:43:45,193472,33450,,"['no', 'presid', 'ever', 'work', 'harder', 'clean', 'mess', 'i', 'inherit']","['no', 'presid', 'ev', 'work', 'hard', 'cle', 'mess', 'i', 'inherit']",No president ever worked harder than me (cleaning up the mess I inherited)!
134,134,134,134,134,134,134,134,“Fact checkers have become Fake News.” @JesseBWatters   So True!,64,1094939561485062146,2019-02-11 12:41:49,85541,17578,,"['fact', 'checker', 'becom', 'fake', 'at_us', 'so', 'true']","['fact', 'check', 'becom', 'fak', 'at_user', 'so', 'tru']",“Fact checkers have become Fake News.” AT_USER   So True!
135,135,135,135,135,135,135,135,"RT @realDonaldTrump: Working hard, thank you! https://t.co/tnuHnw8kll",69,1094727261528510464,2019-02-10 22:38:12,0,28714,,"['rt', 'at_us', 'work', 'hard', 'thank', 'link']","['rt', 'at_user', 'work', 'hard', 'thank', 'link']","RT AT_USER Working hard, thank you! LINK"
136,136,136,136,136,136,136,136,The U.S. will soon control 100% of ISIS territory in Syria. @CNN (do you believe this?).,88,1094724816941260802,2019-02-10 22:28:30,107075,21682,,"['the', 'soon', 'control', 'isi', 'territori', 'syria', 'at_us', 'believ']","['the', 'soon', 'control', 'is', 'territ', 'syr', 'at_user', 'believ']",The U.S. will soon control 100% of ISIS territory in Syria. AT_USER (do you believe this?).
137,137,137,137,137,137,137,137,"RT @club4growth: WE AGREE! The time is now! 👉 ""The time has come to pass school choice for America's children."" - @realDonaldTrump #SOTU",136,1094721855506784256,2019-02-10 22:16:43,0,7799,,"['rt', 'at_us', 'we', 'agre', 'the', 'time', 'the', 'time', 'come', 'pass', 'school', 'choic', 'america', 'children', 'at_us', 'sotu']","['rt', 'at_user', 'we', 'agr', 'the', 'tim', 'the', 'tim', 'com', 'pass', 'school', 'cho', 'americ', 'childr', 'at_user', 'sotu']","RT AT_USER WE AGREE! The time is now! 👉 ""The time has come to pass school choice for America's children."" - AT_USER #SOTU"
138,138,138,138,138,138,138,138,RT @club4growth: Agreed! Senate needs to confirm @realDonaldTrump Admin appointees. #SOTU,89,1094720187008466944,2019-02-10 22:10:06,0,6991,,"['rt', 'at_us', 'agre', 'senat', 'need', 'confirm', 'at_us', 'admin', 'appointe', 'sotu']","['rt', 'at_user', 'agree', 'sen', 'nee', 'confirm', 'at_user', 'admin', 'appoint', 'sotu']",RT AT_USER Agreed! Senate needs to confirm AT_USER Admin appointees. #SOTU
139,139,139,139,139,139,139,139,"Well, it happened again. Amy Klobuchar announced that she is running for President, talking proudly of fighting glo… https://t.co/ovrOxCny9h",140,1094718856197799936,2019-02-10 22:04:48,170025,33677,,"['well', 'happen', 'ami', 'klobuchar', 'announc', 'run', 'presid', 'talk', 'proudli', 'fight', 'link']","['wel', 'hap', 'amy', 'klobuch', 'annount', 'run', 'presid', 'talk', 'proud', 'fight', 'link']","Well, it happened again. Amy Klobuchar announced that she is running for President, talking proudly of fighting glo… LINK"
140,140,140,140,140,140,140,140,"The Border Committee Democrats are behaving, all of a sudden, irrationally. Not only are they unwilling to give dol… https://t.co/CU9d49vIfn",140,1094716135625424896,2019-02-10 21:54:00,116457,30879,,"['the', 'border', 'committe', 'democrat', 'behav', 'sudden', 'irrat', 'not', 'unwil', 'give', 'link']","['the', 'bord', 'commit', 'democr', 'behav', 'sud', 'ir', 'not', 'unwil', 'giv', 'link']","The Border Committee Democrats are behaving, all of a sudden, irrationally. Not only are they unwilling to give dol… LINK"
141,141,141,141,141,141,141,141,“President is on sound legal ground to declare a National Emergency. There have been 58 National Emergencies declar… https://t.co/HVjacsLuLb,140,1094714204328771586,2019-02-10 21:46:19,90357,23531,,"['presid', 'sound', 'legal', 'ground', 'declar', 'nation', 'emerg', 'there', 'nation', 'emerg', 'link']","['presid', 'sound', 'leg', 'ground', 'decl', 'nat', 'emerg', 'ther', 'nat', 'emerg', 'link']",“President is on sound legal ground to declare a National Emergency. There have been 58 National Emergencies declar… LINK
142,142,142,142,142,142,142,142,"....The fact is, when I took over as President, our Country was a mess. Depleted Military, Endless Wars, a potentia… https://t.co/tgR1sMzSXl",140,1094667183953719296,2019-02-10 18:39:29,141945,28768,,"['fact', 'i', 'took', 'presid', 'countri', 'mess', 'deplet', 'militari', 'endless', 'war', 'link']","['fact', 'i', 'took', 'presid', 'country', 'mess', 'deplet', 'milit', 'endless', 'war', 'link']","....The fact is, when I took over as President, our Country was a mess. Depleted Military, Endless Wars, a potentia… LINK"
143,143,143,143,143,143,143,143,"The media was able to get my work schedule, something very easy to do, but it should have been reported as a positi… https://t.co/A9Le6wouti",140,1094664056827449344,2019-02-10 18:27:03,125475,24701,,"['the', 'media', 'abl', 'get', 'work', 'schedul', 'someth', 'easi', 'report', 'link']","['the', 'med', 'abl', 'get', 'work', 'schedule', 'someth', 'easy', 'report', 'link']","The media was able to get my work schedule, something very easy to do, but it should have been reported as a positi… LINK"
144,144,144,144,144,144,144,144,"It was a very bad week for the Democrats, with the GREAT economic numbers, The Virginia disaster and the State of t… https://t.co/HVHrleg9LB",140,1094633257377787904,2019-02-10 16:24:40,101080,23307,,"['it', 'bad', 'week', 'democrat', 'great', 'econom', 'number', 'the', 'virginia', 'disast', 'state', 'link']","['it', 'bad', 'week', 'democr', 'gre', 'econom', 'numb', 'the', 'virgin', 'disast', 'stat', 'link']","It was a very bad week for the Democrats, with the GREAT economic numbers, The Virginia disaster and the State of t… LINK"
